,File_List,Header,Text
1345,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_6.png'],CASTIN G MFRS,Casting Supply House Inc 66 Whipple St
1346,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_7.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_8.png']",CASTIN G MFRS,Danish Silversmith Inc The 1155 Westminster St
1347,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_9.png'],CASTIN G MFRS,Du Bro-Corp 50 Valley St
1348,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_10.png'],CASTIN G MFRS,Federal Cast Products Inc 406 W Fountain St
1349,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_11.png'],CASTIN G MFRS,Gardon Casting 50 Aleppo St Bldg 1
1350,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_12.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_13.png']",CASTIN G MFRS,Globe Metal Stamping Co Inc 50 Aleppo St Bldg 8
1351,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_14.png'],CASTIN G MFRS,Greenwood Enterprises 1109 Westminster St
1352,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_15.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_16.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_17.png']",CASTIN G MFRS,"HARRIS CASTING CO Specializing In Rubber And Bronze Mold Making, 725 Branch Av (02904), Tel 421-9537"
1353,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_18.png'],CASTIN G MFRS,Impco Inc 335 Valley St
1354,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_19.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_20.png']",CASTIN G MFRS,"JAY INDUSTRIES INC 43 Dyerville Av (Johnston; 02919), Tel 351-0100"
1355,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_21.png'],CASTIN G MFRS,K & J Casting Co 216 Laurel Hill Av
1356,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_22.png'],CASTIN G MFRS,Laurel Casting Co 118 Richmond St 5th Fl
1357,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_23.png'],CASTIN G MFRS,Lujon Castings Inc 13 De Soto St
1358,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_24.png'],CASTIN G MFRS,Marlee Casting 224 Progress Av
1359,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_25.png'],CASTIN G MFRS,Nationwide Casting Co Inc 50 Aleppo St Bldg
1360,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_26.png'],CASTIN G MFRS,"1
Quality Casting Co Rear 64 Eagle St"
1361,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_27.png'],CASTIN G MFRS,Rona Inc 7 Ninigret Av
1362,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_28.png'],CASTIN G MFRS,Saco Casting 63 Willard Av
1363,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_29.png'],CASTIN G MFRS,Salim Casting Co Inc 603 Hartford Av
1364,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_30.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_31.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_32.png']",CASTIN G MFRS,"SILVERCRAFI' CASTING COMPANY 337 Charles St, Bldg 6 (02904), Tel (401) 331-0569"
1365,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_34.png'],CATERERS,American Catering Co 393 Charles St
1366,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_35.png'],CATERERS,Andreozzi Americo M 56 Wealth Av
1367,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_36.png'],CATERERS,Carr L M Co The 107 Angell St
1368,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_37.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_38.png']",CATERERS,Coffee An' Service Inc The 476 Silver Spring St
1369,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_39.png'],CATERERS,Commercial Catering Inc 247 Valley St
1370,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_40.png'],CATERERS,Cozy Caterers 15 Montrose St
1371,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_41.png'],CATERERS,Friendly Caterers 1199 Westminster St
1372,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_42.png'],CATERERS,Gallimaufry Inc 93 Benefit St
1373,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_43.png'],CATERERS,Gerry Caterers Inc 244 Atwells Av
1374,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_44.png'],CATERERS,Jacobson Ruth H 100 Benevolent St
1375,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_45.png'],CATERERS,Kenney Kevin F 25 Ida St
1376,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_46.png'],CATERERS,Left Bank Catering 232 S Water St
1377,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_47.png'],CATERERS,Louis Kosher Catering 851 N Main St
1378,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_48.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_49.png']",CATERERS,Mothers Home Style Catering 15 Westminster St Rm 921
1379,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_50.png'],CATERERS,Murphy Caterers Inc 6 Heath St
1380,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_51.png'],CATERERS,Prudence Hall Catering Co 93 Prudence Av
1381,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_52.png'],CATERERS,Simpson R E Co Inc 953 Eddy St
1382,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_53.png'],CATERERS,Sweeney Caterer Inc Rear 85Dartmouth Av
1383,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_54.png'],CATERERS,Traveling Caterer 204 Sisson St
1384,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_55.png'],CATERERS,Venice Hall Catering Co 144 Penn St
1385,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_56.png'],CATERERS,What Cheer Catering 11 What Cheer Av
1386,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_59.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_60.png']",CATERERS' EQUIPMENT AN D SUPPLIES,Paramount Restaurant Supply Co (Mtce Garage) 10 Harborside Dr
1387,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_63.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_64.png']",CAULKIN G COMPOUNDS AN D EQUIPMENT,Brunca Waterproofing Corp 1 Goldsmith St (N Prov)
1388,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_66.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_67.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_68.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_69.png']",*CAULKING CONTRACTORS,"BRUNCA WATERPROOFIN G CORPORATION Rear 1 Goldsmith St (N Providence; 02904), Tel 353-2769 (See Index To Advertisers)"
1389,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_71.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_72.png']",CELLOPHAN E PRODUCTS,"RHODE ISLAND CELLOPHANE C0 70 Grove St (02909), Tel 521-5324"
1390,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_74.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_75.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (1)_76.png']",CELLULOSE PRODUCTS,"RHODE ISLAN D ENERGY CORPORATION 275 Harborside Blvd (02905), Tel 461-7500"
1391,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (2)_2.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (2)_3.png']",CEMENT-WHOLESALE,Lehigh Portland Cement Co (Providence Terminal) 25 Terminal Rd
1392,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (2)_4.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (2)_5.png']",CEMENT-WHOLESALE,Marquette Cement Manufacturing Co 139 Terminal Rd
1393,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (2)_7.png'],CEMETERIES,CATHOLIC CEMETERIES
1394,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (2)_11.png'],INC CATHEDRAL SQUARE (02903) TELEPHON E,278-457 5
1395,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (2)_12.png'],INC CATHEDRAL SQUARE (02903) TELEPHON E,Episcopal Cemetery 70 Benefit St
1396,['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (2)_13.png'],INC CATHEDRAL SQUARE (02903) TELEPHON E,Grace Church Cemetery 1 Trinity Sq
1397,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (2)_14.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (2)_15.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_63 (2)_16.png']",INC CATHEDRAL SQUARE (02903) TELEPHON E,"HIGHLAND MEMORIAL PARK Rhode Island Av (Johnston; 02919), Tel 231- 1440 (See Index To Advertisers)"
